sentence,difficulty_label
"In unserer heutigen Welt, in der das Zusammenleben der Menschen unterschiedlichster Kulturen eine sehr wichtige Rolle spielt, gewinnt auch die Reiseliteratur wieder an Bedeutung.",C1
"Zu diesem Ergebnis kommt eine Studie, die das Robert Koch-Institut vorgestellt hat.",B2
Für die Quadriga und viele andere Ausschmückungen war der Bildhauer Johann Gottfried Schadow zuständig.,C1
"Erna ist sehr glücklich, denn morgen ist ein Festival.",A1
"Erst beurteilt die belgische Spezialeinheit die Lage, dann dürfen auch wir näher ran.",B2
Die Menschen im Hotel gehen gern wandern oder machen ein Picknick am See.,A2
Müssen Sie halt jetzt .,A1
Aber natürlich auch die technische Umsetzung.,B1
Angeln ist bei jungen Leuten wieder in.,A2
Im Supermarkt nimmt Anna einen Einkaufswagen.,A1
Die umfassende Ausstellung von 2011 in und um Naumburg setzte sich intensiv mit den Wandlungen in der Religiosität auseinander und beleuchtete den prägenden Einfluss des geheimnisvollen Naumburger Meisters auf die deutsche Sakralarchitektur.,C2
"Sauberes Wasser, das man aus Flüssen trinken kann?",A2
"Im Allgemeinen schicken Hotels die gefundenen Gegenstände nur zurück, wenn der Gast darum bittet.",B2
"„10 Euro für eine Stunde“, antwortet der Mann.",A2
"Die Bilder an der Wand, die man schon gar nicht mehr gesehen hatte, offenbarten wieder ihre Geschichten.",C2
"Und das führt wie der Astronom Andreas Hänel von Dark Sky Deutschland am Beispiel Berlins erläutert zu Folgendem: „Zum Beispiel Berlin, was ja in ‘nem relativ dunklen Umfeld liegt, da kann man die Lichterglocke von Berlin – die sieht man noch 70, 80 Kilometer außerhalb der Stadt.",C1
Eine Polizistin kommt zu Emmas Haus.,A1
"Die Reisenden wussten nicht, dass er in einigen Regionen nur ein Essen für arme Leute war.",B2
"Sie hungern sich aus oder verfallen in unkontrolliertes Essverhalten, gefolgt von Reue, die sie letztlich zum Erbrechen treibt.",C2
"Das meiste Leitungswasser, ungefähr 46 Liter, wird fürs Baden, Duschen und für die tägliche Körperpflege verwendet.",B2
Aber die Einnahmen decken die Kosten und irgendwie geht es ja auch um mehr in der Börse: um die Gemeinschaft.,B2
"Man erkennt es auch, wenn es schmutzig oder mit Schnee bedeckt ist.",B1
"Am nächsten Tag steht ihr Vater an ihrem Bett, der auf der Forschungsstation auf Mutter und Tochter gewartet hatte.",C2
"Hinter Mitras großen Augen steckt eine hochmoderne Technologie, die ihm hilft, Gesichter zu erkennen.",C1
"“

Nach zehn Minuten kommt der Kellner mit der Pizza.",A2
"“, ruft Anna noch einmal ganz laut.",A1
Das hätte ins Auge gehen können … Der Fahrer ist geflüchtet und der Schaden beträgt etwa 1. 500 Euro.,B1
"Er bringt Wasser mit, denn es ist sehr warm und alle haben Durst.",A2
Alle ihre Freunde kommen und feiern zusammen.,A1
"Es wird angenommen, dass der Notar, so Sandgruber, den Namen missverstanden hatte und dadurch statt 'Hiedler' irrtümlich 'Hitler' eintrug.",C2
"Wenn Mängel beim Auto festgestellt werden, bekommt das Auto keine Prüfplakette.",B1
"Zümran Ömür, die Vorsitzende der landwirtschaftlichen Kooperative von Bogatepe, erzählt Besuchern im Museum des Dorfes gern von dem Deutschen Alexander Kaiser – dem Mann, der vor mehr als hundert Jahren erkannte, dass auf diesem Hochplateau mit seinen saftigen Wiesen ideale Bedingungen für die Herstellung des berühmten Emmentalers bestehen.",C1
"Ärzte empfehlen den Eltern, ihre Babys nur dann hinzusetzen, wenn es unbedingt sein muss.",B2
Die Härchen sind außerdem etwas ölig.,A2
Erster Einsatz an diesem Morgen: eine Baustelle.,A1
", weil er die Sonne als Lieblingssymbol benutzte.",A2
In einer Expositionstherapie konfron- tierte er Menschen mit extremer Höhenangst mit der gefürchteten Situation: Sie sollten in einem virtuellen Glasaufzug einen Wolkenkratzer hin- auffahren.,C2
Dafür bekamen sie dann als Belohnung Gummibärchen.,A2
1. Regionalkisten Hier kommen Obst und Gemüse nur von Bauernhöfen aus der nahen Umgebung.,A2
Dann essen sie zusammen den Kuchen.,A1
"Als sie und ihre Familienmitglieder in Stein gemeißelt wurden, war sie schon 200 Jahre tot.",C1
"Mohammed will viel kaufen: Eier, Brot, Äpfel und Milch.",A1
Von ihm gibt es circa 350 Gemälde.,A1
"in vielen Ländern der Welt ein Begriff, ein Phänomen, sei.",B2
Er hat ein halbes Dutzend davon.,A1
Sie beginnt am Samstag um 19 Uhr.,A1
"Und hat mir erzählt, dass dort die sächsische Klettergeschichte begonnen hätte, 1874, und ich konnt’ mir überhaupt nicht vorstellen, dass man da als Mensch hochkommt – als Affe vielleicht.",C1
Die Fahrt ans Meer ist sehr lang.,A1
Hier muss Mirko in einen Zug nach Spanien umsteigen.,B1
Und sie scheinen quasi autonom zu sein.,C1
"Dafür sind wir ausgebildet, um abzuschätzen, wie groß die Gefahr ist, wie wir vor Ort handeln müssen.",B2
Deshalb gibt es einen Elektromotor zur Unterstützung des in die Pedale tretenden Bestatters.,C1
"Und da wird’s, finde ich besonders spannend.",B1
Es gibt sie in Gelb und in Pink und sie kosten ungefähr 15 Euro.,A2
"Die 35. 000 Euro ihres Stipendiums fließen komplett in moderne Ausstattung, den Unterricht und Unterbringung der Schüler.",C1
"Nachdem Tully diese Ergebnisse ver- öffentlichte, wagte auch er den Sprung vom Forscher zum Manager und gründete die Firma Helicon Therapeutics.",C2
Die Begonie ist eine Vertreterin der zweiten Art.,B1
Am Dienstag liegen Tobi und Laura am Strand und trinken Cocktails.,A2
Über 83 Millionen Menschen leben zurzeit in Deutschland.,A2
Ab heute wohnt Emma in einem Haus.,A1
"Er will sicher Geld von uns“, sagt Alexander.",A2
Die Angriffe von den rechtspopulistischen Leuten ließen uns völlig niedergeschlagen zurück.,C2
Von Frühjahr bis Herbst fährt sie so ungefähr 1. 100 Kilometer.,A2
"Im Jahr 2011 beschäftigte sich eine große Ausstellung in und um Naumburg mit diesen Veränderungen in der Religiosität und mit dem Einfluss, den der unbekannte Naumburger Meister auf die deutsche Kirchenarchitektur hatte.",C1
Angefangen hat alles in seiner Studentenzeit: Er hat damals in München Sinologie studiert und wollte nebenbei etwas Geld verdienen.,B2
"Diese Jahre haben einen zusätzlichen Tag, nämlich den 29. Februar.",B1
"Eberhard Straub konstatiert, dass Müßiggang – sprich das Nichtstun – und Müßiggänger stets einen schlechten Ruf genossen haben und gesellschaftlich wenig geachtet waren.",C2
"Diese Vereinigung sei kein Geheimbund, der geheimnisvolle, okkulte, Geschäfte betreibe.",C1
Sie liegt auf der faulen Haut und dreht Däumchen.,B2
"Also, ich denke mal, es ist klar, dass es da Dinge gibt, die einem nicht so gefallen an der Schule, aber das ist jetzt glaub ich nicht nur an der BBO so.",B1
Der Inhalt unterscheidet sich je nach Jahreszeit.,B1
"Es gehört wenig Phantasie dazu, um zu erraten, wie ein solcher Test ausfiele.",C2
"Die Bomben auf Belgrad haben gezeigt, wie schnell aus einer sogenannten humanitären Intervention eine brachiale Verfolgung eigener machtpolitischer Interessen wird – das kommt dabei heraus, wenn man anfängt, sich einzumischen.",C2
Wir Krampusse halten uns eher im Hintergrund .,B1
Vor Herrn Fink steht ein Mann mit einem Kind.,A1
Heute ist Potsdam eine moderne Stadt.,A1
Da fliegen auch schön die Späne.,A2
Blech war in der damaligen DDR Mangelware.,B1
"Was glauben Sie, wie viel Prozent der gesamten Fläche Deutschlands sind Wälder?",B2
Willi zieht seine Kleidung und die Schuhe wieder an.,A1
So schön kann das Leben sein!,A2
"Auf der anderen Seite stehen die im Abseits, die keine Arbeit haben.",B2
Jeder hat dabei seinen eigenen Tipp.,A2
"Er ist im ganzen Norden Deutschlands verbreitet, in der niedersächsischen Stadt genießt er aber Kultstatus.",C1
Wenn Stress krank macht Mark Brandner hatte viel Stress im Beruf.,B1
"Damit ist gemeint, dass die Art und Weise, wie man etwas sagt, es anbringt, sehr wichtig sein kann, um den anderen von seinem eigenen Anliegen zu überzeugen.",C1
"Helm,  können'S  gerne mal aufprobieren .",A2
"Jüngere Menschen reagieren so: „Wow, das neue Teil ist toll.",A2
"Ich muss da sagen: die politische Führung dieses Landes, die dem Automobilbau ein Schattendasein verordnet hatte.",C1
Und Sie schreiben ein Buch?,A2
"Was haben sie ihm nicht alles für scherzhafte Namen verpasst: Gehhilfe, Plaste porsche, Duroplast bomber , überdachte Zündkerze , Renn pappe .",C2
"Und dann zum Beispiel, wenn Opferfestzeit, wir haben Opferfest erzählt, und wenn Ramadan ist, Ramadan-Zeit erzählt.",A2
"Ist Grünkohl erst einmal zubereitet, hält er sich drei bis fünf Tage im Kühlschrank.",B2
"Er mochte das Spießbürgertum nicht, also Menschen, die keine Veränderungen wollen und immer nur das tun, was die Gesellschaft für richtig hält.",C1
Das war einmal und scheint der Vergangenheit anzugehören.,B2
"Das Besondere ist natürlich, dass hier im Aachener Dom im Mittelalter über 30 Könige dann auch gekrönt worden sind.",B2
"Beim ""Streetfishing"" braucht man nicht viel mehr als eine Angel.",B1
Da soll ich jetzt rein?,A1
Er heißt Ben und ist ein Jahr alt.,A1
"Denn die alte Welt, also vor der Französischen Revolution und vor dem Industriekapitalismus, war ja eigentlich eine Feiertagsgesellschaft und keine Arbeitsgesellschaft.",C2
Gut Ding will Weile haben.,C2
"Gleiches galt für den alten Mann, der früher Futter und Wasser für die Vögel bereitgestellt und klassische Musik gehört hatte.",C2
"Sie alle hier in Belgien leben mit einem Stück bitterster Weltgeschichte, Tag für Tag.",C1
So lesen wir es in der Weihnachtsgeschichte.,A2
Mittlerweile zieren ihre Arbeiten Titelblätter in der ganzen Welt.,C1
Viele hier sind auf Spurensuche .,A2
Und was sind nun solche schweren Fälle?,B1
"Ekkehard und sein Bruder werden nicht nur als Initiatoren der noch erhaltenen Kirche betrachtet, sondern ihr Einfluss auf die architektonische Entwicklung der Region ist unverkennbar.",C2
"Kennen Sie den Duden, das wichtigste Wörterbuch der deutschen Sprache?",B1
"Offensichtlich brauchte der King eine Menge Spiegel, um sich zu stylen.",B2
Meine Frau wollte mit mir in die Stadt fahren und einige Dinge für den Haushalt sowie einen Fleischwolf kaufen – Es gab ein für jeden Schnäppchenjäger verlockendes Angebot in der Zeitung.,C2
Denn Rembrandt hat sich besonders gern selbst gemalt.,B1
"Und dadurch, dass man aber darüber so offen spricht, werden einem viele Dinge klar.",C1
"Und das, so Johannes, führt zu etwas, was für alle gilt, die einen anderen Menschen lieben: „Und dieses „Offen-miteinander-Reden“ und „Sich-aufeinander-Einlassen“, auch auf die Ängste und Bedürfnisse des anderen, schafft halt irgendwie ‘ne sehr schöne Art von Zusammensein.",C1
"Hitlers Vater war ein Aufsteiger, der stolz auf seine Karriere war.",B2
In Deutschland sind das angeblich circa 9 %.,A1
Wir essen um 15 Uhr zusammen.,A1
"In der Mehrzahl der Fälle bleibt jeder Kollege der traditionelle Einzelkämpfer und das, was sich hinter der Klassentür abspielt, bleibt geheim – es sei denn, Frust, Mitteilungsbedürfnis und Wut suchen sich den wenig schönen Ausweg übers Internet.",C2
"Also, dynamisch waren die Europäer ja immer.",B2
Moritz ist vor allem als Wintersportort bekannt.,A2
Um 9 Uhr steht er am Bahnhof und wartet auf den Zug.,A2
"Der Vater ist ein Deutschnationaler, der Sohn wird ein Radikaler.",C1
"Aber nur, wenn sie seinen Gaumentest bestanden haben.",C1
"Allerdings hilft es dann, wie es die Frau formuliert, sich zu sagen: Die meinen es nicht böse, machen das ja nicht mit Absicht.",C1
Am 24. August 1963 startete die erste Bundesligasaison.,A2
Ihre Oma kocht ein leckeres Mittagessen.,A1
Anna geht in die Küche und gibt Faust etwas Wasser.,A1
In der Bibel wird das so beschrieben: Die Jünger Jesu hatten sich in einem Haus in Jerusalem versammelt.,B1
"Inoffiziell wollte er von mir knapp 3000 Euro auf die Hand haben, nur weil er sein Laminat verlegt hat.",B2
Sie legt es auf einen Teller.,A1
Du hast mehr Platz für deine Beine.,A2
Doch jetzt ist er noch jung und lebt lieber in der Stadt.,B1
"Diese Schule hat einst Adolf Hitler besucht, hauptverantwortlich für Shoah , Krieg, Zerstörung und Vertreibung von Millionen Menschen.",C2
"Dass auch die Welt der pharmazeutischen und chemischen Industrie sich ändern und ein Umdenken erfolgen muss, stellten Wissenschaftler um Paul Anastas schon zu Beginn der 1990er Jahre fest.",C1
"Er wurde zum Einsiedler, zu jemandem, der am liebsten allein ist.",B2
"Am ehesten sind Mädchen aus bestimmten Gesellschaftsschichten betroffen, wie Katrin Imbierowicz erläutert: „Wenn man das so auf Stereotype festlegen wollte, dann könnte man schon sagen, – also, wenn wir jetzt über die Magersucht sprechen –, dass das eher junge Mädchen sind, die aus höheren Bildungsschichten kommen, wo Leistungsorientierung ‘n hohen Stellenwert hat in der Familie.",C2
Die Verwandlung von Special Agent Dale Cooper in einen bösartigen Dämon in der letzten Folge von Twin Peaks er- schütterte die Fans der Serie nachhaltig; das unklare Ende der Hauptfigur der Sopranos versetzte die amerikanische Fernsehnation auf Wochen hin in Aufruhr.,C2
"Das Highlight aber ist ein Besuch bei den Seehunden , den beliebtesten Bewohnern des Watts.",B1
Fußgänger und Fußgängerinnen dagegen dürfen auf ihre Smartphones schauen.,B1
"Und mit diesem Wissen, wo welcher Punkt ist, können wir dann eben mit anderen Softwaren den Inhalt bauen, der genau [an] das Gebäude angepasst ist.",B2
Er nimmt auch ein Handtuch und seine Badehose.,A1
Man öffnet – bildlich gesprochen – den Körper.,B2
"Die Länder in Nordeuropa gehörten zu den ersten Staaten, die das Wahlrecht für Frauen einführten.",C1
"Der Schuh passt damit perfekt in den nachhaltigen Lifestyle, der sich bei jungen Großstädtern immer mehr durchsetzt .",C1
"Osterhasen, bunte Eier und glückliche Kinder, die am Ostersonntag Eier suchen.",A2
Dann sieht sie das Papier an.,A1
Die meisten Häuser stammen aus dem 18. Jahrhundert und sind Kapitäns häuser.,A2
"Wie immer, wenn eine junge, übermütige Disziplin auf den Plan tritt, die ihren Vorgängern den Vogel zeigt, dürfen wir von ihren Vertretern neue Erkenntnisse und neue Irrtümer erhoffen.",C2
Aber natürlich kommen sie auch wegen Oma Börse.,B1
Der Gumshoe: der erste Turnschuh aus recyceltem Kaugummi .,A2
"Angefangen hat diese Tauschaktion 1937. Die Haribo- Familie hatte einen Park mit Wildtieren, und die Kinder aus der Nachbarschaft sammelten für diese Tiere Kastanien.",B1
Ben steht bereits das achte Mal hintereinander bei den Jungen an der Spitze.,B2
Für besondere Anlässe kommen auch Spritzen zum Einsatz .,B1
Christmas is calling – auf der Oxford Street in London.,A2
Obwohl – oder vielleicht auch weil – das Smartphone immer da ist.,B2
Ähnlich wie bei der Wolle sieht es mit deutschem Lammfleisch aus.,B1
"Alles Gute und auf Wiedersehen, Frau Grün!",A1
"Da vielfach Produkte, die in Innen räumen verwendet werden, im Allgemeinen nicht dafür hergestellt werden, sondern sich an den Kosten orientieren, führt diese Vorgehensweise zu drastischen Gesundheitsbeeinträchtigungen.",C2
Erna hat zwei Karten für das Festival.,A1
"Also, wenn ich sehe, wie ich hier mit der Jägerschaft zusammenarbeiten kann, ist das ein Vorzeigeprojekt , so was habe ich noch nicht erlebt.",B2
"Doch kann man da wirklich noch von Handwerk sprechen, wenn eine computergesteuerte Maschine die Arbeit macht?",C1
Der Weg in die deutsche Gesellschaft ist nicht immer leicht.,B1
Das sind nicht nur die Unternehmen.,A1
Jetzt hat sie einen Plan fürs Wochenende.,A2
Die Männer wollen das Auto holen.,A1
"N. Himmer, „Zentimetercheck“, https://www.",A1
"Schmerz ist der Schutzpatron, der über unsere Gesundheit wacht und er ist der Vater aller Empfindungen.",C2
Über zehn Millionen VW-Fahrzeuge wurden im vergangenen Jahr weltweit ausgeliefert – ein Plus von rund vier Prozent.,C1
Mit einem Jahresbudget von cirka 300 Millionen Euro fördert er rund 55000 Personen im In- und Ausland in verschiedenen Programmen und Projekten.,C2
"Sie haben dann das Gefühl, mit einem guten Bekannten zu sprechen.",B1
"Und mit allen Gästen, dass es keine Schlägerei gibt und so weiter, ja?",A2
Gibt es in dieser skizzierten urbanen Welt ein Zurück zur Architektur?,C2
"Und die Marke war immer im Kern ein Teil der inneren Gesellschaft, des Kerns der Gesellschaft.",B2
"Er wurde redensartlich über den Leisten beziehungsweise über den Tisch gezogen, jemand hat sich auf seine Kosten einen finanziellen Vorteil verschafft, ihn betrogen.",C2
"Der gängige Spruch, dass etwas nicht stattgefunden habe, wenn es nicht im Fernsehen auftaucht, hat somit auch umgekehrt Berechtigung: Was stattfindet, was als wirklich anerkannt wird, tut dies immer auch dank des Fernsehens.",C2
"Und es hat relativ lange gedauert, bis sie eigentlich die Frage als solche entschlüsselt hat, dass sich das auf die Tüte bezogen hat, die man ihr angeboten hat.",C1
“ Eine Currywurst mit Pommes Frites gilt als Fast-Food-Klassiker in Deutschland.,B1
"Meine Ohren, in meinen Ohren sind die Schreie, das Einstürzen der Häuser, die Fassbomben und die Fragen: Soll ich meine Familie über das ganze Haus verteilen, damit es nicht alle trifft, damit einer überlebt?",C2
"Andere finden wiederum, dass es himmlisch duftet.",B2
