sentence,difficulty,text_id,sentence_length,sentence_tokens,total_tokens_per_call,difficulty_reviewed,readability,difficulty_label
"Ja, und die neue öffentliche Toilette in der chinesischen Hauptstadt Peking ist wirklich eine Toilette mit allem Pipapo.",2,728,18,,,B1,53.21,B1
Ist mal was ganz anderes.,1,485,5,6.0,111.0,A2,100.24,A2
Es fehlt einfach ein Stück was im Leben.,2,445,8,9.0,115.0,B1,105.66,B1
"Die Bücher in etwa 250 Sprachen aus sechs Jahrhunderten – darunter auch sehr viele Sprachen, die vom Aussterben bedroht sind – sind somit ein Teil des Weltkulturerbes.",4,296,27,40.0,150.0,C1,79.94,C1
Ich fühlte mich damals regelrecht durch den Fleischwolf gedreht.,5,unknown,9,,,C2,96.18,C2
"Um 7 Uhr fährt Hannah mit dem Bus zur Bibliothek, denn um 8 Uhr beginnt die Arbeit.",1,503,17,,,A2,71.14,A2
Ein Donner braucht für einen Kilometer circa drei Sekunden.,2,574,9,,,B1,62.34,B1
Für ihre Großprojekte arbeitet sie gerne mit Künstlern oder Handwerkern zusammen.,3,442,11,17.0,125.0,B2,51.85,B2
Drei neue Rezepte stellt er dann online.,1,459,7,10.0,114.0,A2,106.67,A2
Auf der dänischen Insel Bornholm gibt es eine lustige Tradition.,1,692,10,,,A2,69.79,A2
"Dieses Dorf hat Alexander Kaiser viel zu verdanken , auch seiner Tochter.",2,486,12,14.0,120.0,B1,85.69,B1
"Die müssen gemacht werden, aber ich trau mich auch nicht zu sagen, weil dann heißt es: Ach ja, schön, dann können wir ja gleich loslegen .",3,464,26,33.0,137.0,B2,79.94,B2
Mittlerweile bringen die rumpelnden Züge bis zu 800. 000 Gäste pro Jahr auf den Gipfel der Rigi.,3,311,17,27.0,138.0,B2,88.23,B2
Wir sind im Garten der „ Manufaktur von Blythen“.,1,456,9,13.0,118.0,A2,80.28,A2
"Ein Land hat da, so Wan-Hsin Liu, eine Nische für sich entdeckt: „Vietnam ist ein sehr großer Robusta-Kaffeeproduzent.",2,291,18,32.0,139.0,B1,70.13,B1
Außerdem gibt es auch eine Gesundheitsstation: Mit speziellen Geräten können Puls oder Blutdruck kontrolliert werden.,3,728,15,,,B2,64.71,B2
Helmut Reichenauer hat das Museum mitbegründet .,1,477,7,13.0,117.0,A2,14.63,A2
Sie hat etwas in der Hand.,0,506,6,,,A1,99.23,A1
"Berliner Backkunst-Blog Blogger, die ihre kleinen Kunstwerke nach dem Backen fotografieren und die Rezepte ins Netz stellen, haben immer mehr Fans.",4,459,21,32.0,139.0,C1,67.08,C1
Jedes der drei Länder ist ungefähr 25-mal so groß.,2,611,9,,,B1,87.72,B1
"Dürfen Sie sich aussuchen, ob sie ‘ne Vorliebe nehmen oder ‘ne Macke, weil ich bin so hektisch, dass schon Buddha angerufen hat, gesagt hat: ‚Mach mal langsam!",3,303,27,44.0,152.0,B2,77.91,B2
Außerdem machen sie viel öfter Sport und gehen häufiger spazieren.,2,589,10,,,B1,95.17,B1
"Also, man hat ja den Dom, den sieht man eigentlich so jeden Tag, und hier wird er noch mal richtig präsent in allen Facetten , die auch die Geschichte des Domes letztendlich widerspiegeln .",4,474,34,42.0,150.0,C1,72.84,C1
Schönen guten Morgen!,0,448,3,5.0,110.0,A1,59.97,A1
"Der Schauplatz ""Familie"" beispielsweise spielt trotz seines schrittweisen Rückzugs aus Sitcoms eine weiterhin wichtige Rolle in Seifenopern.",5,unknown,17,,,C2,62.68,C2
Das deutsch-amerikanische Start-up Datawallet hat dafür ein Geschäftsmodell entwickelt.,3,470,9,16.0,124.0,B2,53.88,B2
Bei allen unseren Bewegungen helfen uns 656 Muskeln.,0,573,8,,,A1,71.82,A1
"Aber was macht ein Hai, wenn er Karies hat?",2,606,9,,,B1,113.1,B1
Man solle sie als Herausforderung betrachten.,4,316,6,8.0,115.0,C1,48.47,C1
Die Idee stammt von den Künstlern Frank und Patrik Riklin.,2,450,10,14.0,123.0,B1,86.71,B1
Denn mit negativen Schlagzeilen lassen sich mehr Klicks generieren und Nutzendenzahlen steigern.,4,290,12,21.0,130.0,C1,67.76,C1
"Die Pflanze mit großen Blättern hat lange Stiele, die man essen kann.",2,637,12,,,B1,93.14,B1
"Und auf Ben folgen Paul, Leon, Finn/Fynn (mit „i“ oder „y“) und Elias.",0,658,13,,,A1,92.12,A1
Also möchte sie in die Bibliothek gehen und lernen.,0,471,9,,,A1,79.26,A1
Auf dem Foto ist eine Stadt am Meer.,0,481,8,,,A1,105.66,A1
"In Wirklichkeit dauert das Jahr aber 365 Tage, 5 Stunden und ungefähr 49 Minuten.",2,581,14,,,B1,91.11,B1
"Seit 2010 ist die Abgasuntersuchung, kurz AU, fester Bestandteil der Hauptuntersuchung.",3,299,11,24.0,132.0,B2,43.39,B2
“ Erna ist jetzt sehr traurig.,0,473,6,,,A1,66.4,A1
Eine eindrucksvolle Zahl zum Schluss: 100 Billionen Bakterien leben in unserem Darm.,3,573,12,,,B2,67.76,B2
"Und diese Symbole passen ideal zum Osterfest, das im Frühling gefeiert wird.",2,592,12,,,B1,76.22,B1
"Hinzu kommt, dass die Hauptstadtbevölkerung jedes Jahr um rund 40. 000 Menschen anwächst – der Neubau von Wohnungen kommt da nicht hinterher .",4,479,23,33.0,145.0,C1,77.74,C1
Hinter jedem Zahn stehen schon neue Zähne bereit.,3,606,8,,,B2,71.82,B2
"Der Name ist seltsam, denn ein Beutel ist eigentlich aus Stoff, Leder oder Plastik.",2,631,14,,,B1,82.65,B1
Zwischen: Du bist Vorbild und du bist Vollidiot .,3,445,9,14.0,119.0,B2,71.82,B2
"Aber kann auch die »Software« des Menschen verbessert werden – ist es möglich, die ganz normalen Denk- und Lernprozesse in unseren Köpfen zu »tunen«?",5,unknown,24,,,C2,73.51,C2
"Daher enthalten sie möglicherweise ungesehene Elemente, die zum Verständnis, zur Erläuterung, vielleicht ja auch zur Richtigstellung von Globalisierungsprozessen einen Beitrag leisten können.",4,313,22,39.0,153.0,C1,32.22,C1
"Facebook und Google haben leichtes Spiel : Wer auf den Plattformen Daten hinterlässt, der gibt freiwillig Informationen preis .",3,470,19,25.0,131.0,B2,37.3,B2
"Durch unermüdlichen Fleiß, intensives Lernen und – wie ich es ausdrücken möchte – oftmals unter Mangelbedingungen, habe ich mich allmählich emporgearbeitet.",5,unknown,21,,,C2,35.27,C2
"Toll, dass Sie es fünfmal probiert haben‘.",2,298,7,13.0,117.0,B1,89.75,B1
"Übrigens, wenn Sie gerne radeln und die Donau kennenlernen möchten, dann ist der Donauradweg perfekt für Sie!",2,572,17,,,B1,62.68,B1
Hier geht es beschaulich zu .,1,485,6,8.0,111.0,A2,100.24,A2
Und an manchen Orten werden sogar Wettbewerbe im Suchen nach Goldmünzen organisiert.,3,475,12,18.0,127.0,B2,50.84,B2
"Bergpanoramen, Volksfeste in Tracht und Bierkrüge werden zu Symbolen Bayerns.",4,453,10,23.0,129.0,C1,44.41,C1
"Bei dem Absturz hat Juliane ihre Brille verloren, am Körper trägt sie ein dünnes Patchwork-Kleid, an den Füßen nur noch eine einzelne weiße Sandale.",5,unknown,24,,,C2,72.5,C2
"Doch wer war sie, die geheimnisvolle Markgräfin?",4,286,7,14.0,120.0,C1,106.67,C1
Von den restlichen 40 % bevorzugen die meisten italienische Kaffespezialitäten wie Latte Macchiato oder Cappuccino.,3,724,15,,,B2,31.89,B2
"Hier haben wir es mit Generationen von Rauch- und Mehlschwalben zu tun, die sich wie Menschen vermehren und Familiengeschichten und Abstammungslinien haben.",5,unknown,22,,,C2,49.15,C2
"Bei Weichkäse sind das mehrere Tage bis Wochen, bei Schnitt- und Hartkäse mehrere Monate bis sogar Jahre.",3,322,17,25.0,134.0,B2,96.52,B2
Sie ist Spezialistin für ayurvedische Massagen .,1,461,7,12.0,116.0,A2,73.85,A2
Sie liebt Herausforderungen: Ihre Arbeiten sollen von allen Seiten gut aussehen.,3,442,11,13.0,122.0,B2,60.31,B2
"Zwei Wochen durch vier europäische Länder, bevor es mit vielen neuen Eindrücken zurück nach Schottland geht.",2,466,16,24.0,129.0,B1,55.24,B1
"Meine Freunde wohnen auch alle hier“, sagt Mirko.",1,533,8,,,A2,88.74,A2
Und: Sie haben Freude am Kochen.,1,315,6,9.0,113.0,A2,116.15,A2
Denn die Nachfrage überstieg bei Weitem das Angebot.,4,294,8,11.0,117.0,C1,71.82,C1
“ Trotz vieler Parallelen: Adolf wollte nicht wie sein Vater sein.,4,292,11,15.0,121.0,C1,78.25,C1
Die Hochzeitsplanerin und das künftige Brautpaar in der Hochzeits suite – kurz löst sich die Anspannung der letzten Wochen.,3,483,19,34.0,140.0,B2,70.13,B2
Die „Häntzschelstiege“ gehört zu den beliebtesten Herausforderungen der Bergsteiger.,3,321,9,18.0,131.0,B2,53.88,B2
Mehr Ausrüstung braucht man zum Streetfishing also nicht.,2,467,8,12.0,120.0,B1,63.36,B1
"Oh nein, es ist 10:13 Uhr.",0,469,6,,,A1,116.15,A1
Lotta und ihr Vater fahren zum Arzt.,0,519,7,,,A1,106.67,A1
Marc Kromer ist Grafikdesigner .,0,459,5,8.0,113.0,A1,75.88,A1
In diesem kleinen Pazifikstaat können die Einwohner seit einiger Zeit mit Donald-Duck- und Micky-Maus-Münzen bezahlen.,3,741,15,,,B2,47.79,B2
"Er sieht also kein Tageslicht, sondern arbeitet bei künstlichem Licht.",3,735,10,,,B2,61.33,B2
"Markenvertrauen kann erschüttert werden, es darf nur nicht mehrfach erschüttert werden.",4,443,11,20.0,130.0,C1,51.85,C1
"Nun können andere Stoffe hervortreten, wie etwa das orangefarbene Carotinoid.",4,645,10,,,C1,44.41,C1
Deutsch gehört zu den langsamen Sprachen.,1,682,6,,,A2,116.15,A2
"Wir grüßen uns, das ist aber auch schon viel wert .",1,472,11,13.0,118.0,A2,112.09,A2
"Nicht gerade geeignet als Haustier, oder?",2,647,6,,,B1,90.77,B1
Plötzlich bemerkt sie eine Gruppe von Menschen.,1,538,7,,,A2,81.29,A2
"Das war die Firma Einstein, die dem Vater und dem Onkel von Albert Einstein gehörte.",2,667,15,,,B1,81.63,B1
Dabei war der Start in eine nationale Profifußballliga alles andere als einfach.,3,314,12,17.0,122.0,B2,59.3,B2
Lotta und ihr Vater fahren zu einem anderen Arzt.,0,520,9,,,A1,96.18,A1
"Der Gang ins Dunkel, das ist der Weg zu Kaschemmen, Bordellen, in die Armutsviertel, die heruntergekommenen Vororte, den sozialen Abstieg.",5,unknown,20,,,C2,68.1,C2
Du bist doch meine beste Freundin.,0,531,6,,,A1,99.23,A1
Allerdings auch bald die EU-Mitgliedschaft Schottlands.,2,466,6,13.0,118.0,B1,31.55,B1
"Wer es nicht zeigte, hatte mit dieser Gruppe „nichts am Hut“.",4,301,11,15.0,121.0,C1,102.61,C1
"“

Am nächsten Tag fährt Erna auf das Festival.",0,465,9,,,A1,71.82,A1
"Sport zu treiben, gilt als gesund.",2,317,6,8.0,113.0,B1,116.15,B1
"“ Ob als Hintergrund für eine Welt, in der alles noch seine Ordnung hat, oder als Gegenstand ehrfürchtiger Gesänge: Der Wald steht für reine Natur und Ursprünglichkeit.",4,325,27,38.0,150.0,C1,78.93,C1
Dann nehmen sie ihre Sachen und gehen zum Boot.,1,501,9,,,A2,113.1,A2
"Und dass das nicht schlecht war, beweisen die Speisekarten in bayerischen Spitzenrestaurants: Aus den Arme-Leute-Gerichten von anno dazumal sind inzwischen bekannte Spezialitäten geworden, nach denen sich Feinschmecker die Finger lecken .",4,319,31,52.0,167.0,C1,41.03,C1
Mona und Amira gehen zur Polizei.,0,518,6,,,A1,99.23,A1
"Der Kontrollverlust, dass Schüler frei und unmittelbar mit der Außenwelt kommunizieren können, stellt für Schulen und ihre Kultur eine Zäsur dar.",5,unknown,21,,,C2,50.16,C2
"Hier fährt man teils auf Feldwegen, teils am oder auf dem Deich.",2,664,12,,,B1,84.68,B1
Und um wieviel teurer wird das Zuhause von Jenny Kopf?,2,464,10,13.0,120.0,B1,95.17,B1
Dann nimmt Andreas den Ball und fragt: „Wollen wir Fußball spielen?,0,493,11,,,A1,94.15,A1
Für die Figuren werden die Narzissen von Hand gepflückt .,2,458,10,14.0,119.0,B1,87.72,B1
"Ladenchef Wolfgang Scheid hat sich längst an den Geruch gewöhnt: „Also, ich rieche es nach den Ferien fünf Minuten, wenn ich mal zwei Wochen weg war.",3,322,26,37.0,146.0,B2,78.93,B2
Dann gibt sie Emma die Uhr.,0,506,6,,,A1,99.23,A1
"Moritz, um auf dem Silvaplanersee zu surfen.",0,461,7,15.0,119.0,A1,64.37,A1
Hier wohnt er für vier Tage.,0,489,6,,,A1,90.77,A1
“ Eigentlich setzt der giftige Qualm dem Körper schon ab der ersten Kippe zu.,3,298,14,19.0,125.0,B2,83.66,B2
Über fünfhundert Millionen solcher Prüfungen müssen Kinder und Erwachsene allein in den Vereinigten Staaten alljährlich über sich ergehen lassen.,5,unknown,19,,,C2,60.65,C2
"“, sagt Simon schnell und holt einen Lappen.",1,528,8,,,A2,89.75,A2
"„Ach so, es ist nur eine Uhr.",0,506,7,,,A1,115.13,A1
Denn eigentlich ist er Schüler der fünften Klasse.,1,307,8,10.0,116.0,A2,105.66,A2
Herr Fink arbeitet im Hotel Schöndorf.,0,485,6,,,A1,56.93,A1
"Was dann mit dem Sauerbraten passiert ist, ist nicht bekannt.",3,726,10,,,B2,86.71,B2
"In dieser Situation wäre es schon ein Fortschritt, Gebäude als Verpackungen zu begreifen und Menschen den Lebensmitteln gleichzustellen.",5,unknown,18,,,C2,53.21,C2
Und es ist ja doch eine Preisfrage.,3,320,7,9.0,112.0,B2,89.75,B2
Die Kunden kaufen immer mehr im Internet und immer weniger in den Geschäften.,2,449,13,15.0,119.0,B1,75.2,B1
"Das ist unsere Ente Peking, das ist gezupftes Entenfleisch.",0,455,9,19.0,123.0,A1,87.72,A1
"„Es tut mir leid, aber ich bin krank.",0,473,8,,,A1,114.12,A1
Jetzt bekennt man sich offensiv zum Marx-Marketing: Die Andenken -Läden machen Kasse mit allen möglichen Souvenirs zum Jubiläum .,4,454,19,32.0,144.0,C1,53.21,C1
"/ [Ja], weil es Tradition ist und weil ich’s schön finde.",1,320,11,15.0,118.0,A2,95.17,A2
Sie fährt mit dem Bus nach Hause.,0,504,7,,,A1,115.13,A1
Die kleinste Grenze ist die im Norden zu Dänemark mit einer Länge von 68 Kilometern.,2,663,15,,,B1,64.71,B1
Oft ist es draußen in einem Park oder an einem See.,1,473,11,,,A2,111.07,A2
"Trotzdem hat sich die neue Bundesrepublik Deutschland 1999 unter amerikanischem Druck an der militärischen Einmischung auf der Balkan-Halbinsel beteiligt, obgleich kein Beschluss des Sicherheitsrats vorlag und die „humanitäre Intervention“ folglich einen Verstoß gegen die Charta der Vereinten Nationen darstellt.",5,unknown,39,,,C2,23.43,C2
"Und deswegen gehen nicht nur Einheimische, sondern auch viele Besucher in Tracht auf die Wiesn .",3,320,16,21.0,128.0,B2,64.71,B2
Dieses Melderegister der Container-Insassen kann natürlich keinerlei Vollständigkeit für sich beanspruchen.,5,unknown,11,,,C2,43.39,C2
"Es ist eine Erfolgsgeschichte, die ihresgleichen sucht.",5,314,7,12.0,119.0,C2,55.91,C2
"Ob Touristen deshalb tatsächlich die Insel besucht haben, weiß man nicht.",4,741,11,,,C1,68.77,C1
"Und damit sind jetzt nicht irgendwelche edlen Gewänder gemeint – weil das hab ich eben von deutschen Kolleginnen immer wieder gehört, also entweder denkt man dann an kaiserliche Kleider oder irgendwelche priesterlichen Kleider oder so.",4,323,35,49.0,158.0,C1,53.89,C1
Diese Genießer tauchen immer tiefer in die Feinschmeckerküche ab.,4,315,9,19.0,124.0,C1,79.26,C1
"Eine Ahnung von der entscheidenden Bedeutung kultureller Unterschiede hat die Intelligenz- forscher gelegentlich beschlichen, so zum Beispiel John C. Raven, der 1956 einen sogenannten Matrizentest entworfen hat, um sprachliche oder kulturabhängige Fehlerquellen bei der Messung auszuschließen.",5,unknown,36,,,C2,44.75,C2
Ihre dreijährige Tochter Lena liebt den Winter und vor allem Schnee.,1,749,11,,,A2,94.15,A2
"Meine Frau lächelte, dankte Gott und sagte lachend: „Gott sei Dank, dass das kein Schlag unter die Gürtellinie war.",5,unknown,19,,,C2,94.49,C2
"Da sie dem Meer viel Land abgerungen haben und regelmäßig unvorhersehbaren Überschwemmungen ausgeleiefert waren, wissen sie seit Jahrhunderten um die natürliche Wachsamkeit, die nötig ist, um sich vor Naturkatastrophen zu schützen.",5,unknown,31,,,C2,56.93,C2
"Auf der anderen Seite ist es aber auch so, dass wir von den Schülern sehr, sehr viel lernen – gerade wenn es darum geht, eine komplexe Video-Schnittsoftware zu beherrschen.",4,307,29,40.0,146.0,C1,76.9,C1
"Unter seinen Kunden: viele jüngere Menschen, die nur noch mit digitalen Bildern aufgewachsen sind.",3,441,14,20.0,128.0,B2,65.73,B2
1894 bei einem Kongress in Paris hatte sein ständiges Werben zum Erfolg und später zur Gründung des Internationalen Olympischen Komitees IOC geführt.,4,288,22,33.0,140.0,C1,57.61,C1
"Wenn ältere Menschen sich erinnern, dann haben sie das Gefühl, dass ihre Urlaubstage an einem fremden Ort sehr lang waren.",4,689,20,,,C1,76.56,C1
"Die Folge ist, dass Autofahrer sofort langsamer fahren, weil sie Angst haben, mit ihrem Auto gegen diese Blöcke zu fahren, die in Wirklichkeit überhaupt nicht existieren.",4,683,26,,,C1,70.47,C1
Laura sitzt in der Umkleidekabine und denkt nach.,1,530,8,,,A2,71.82,A2
"Den Blitz kann er nicht sehen, das ist ’n Schwarzblitz , halt sehr vorsichtig.",2,440,14,20.0,124.0,B1,92.12,B1
"Wenn diese Saat heranwächst, wachsen auch diegesetzlosen Zustände im Land.",4,284,10,17.0,125.0,C1,69.79,C1
Das ist dann 45 bis 65 Cent pro Kilo.,0,295,9,13.0,116.0,A1,104.64,A1
Seine Initialen H und B stehen sogar im Logo.,2,583,9,,,B1,79.26,B1
"Daher kann ich sagen, die ist noch scharf , die ist noch nicht explodiert .",1,480,15,20.0,125.0,A2,92.12,A2
"Sie ist sehr schön“, antwortet Mirko und lächelt.",1,533,8,,,A2,114.12,A2
Dann geht Tanja aus dem Geschäft.,0,507,6,,,A1,99.23,A1
"Sie erzählen aus ihrer Kindheit, Episoden oder ihr ganzes Leben.",2,448,10,15.0,121.0,B1,95.17,B1
"Wenn Babys auf die Welt kommen, dann ist ihr Rücken noch ganz rund.",1,707,13,,,A2,92.12,A2
Und dann essen sie abends warm.,0,708,6,,,A1,99.23,A1
Denn sie bestehen aus vielen Eiskristallen.,2,595,6,,,B1,90.77,B1
"Ich will keine Tomaten“, sagt Adelina laut.",1,484,7,,,A2,81.29,A2
"Ja, wunderbar, da ist er, das gute Stück.",1,463,8,12.0,118.0,A2,88.74,A2
"Ihr Diplom erhalten Sie nach Abgabe Ihres Abschlusstextes, der im Jahrbuch der Akademie „Der Frankfurter literarische Lustgarten“ veröffentlicht wird.",5,unknown,19,,,C2,60.65,C2
"Damit das einfacher möglich ist, regen die IJB-Verantwortlichen Übersetzungen an.",3,296,10,18.0,126.0,B2,35.95,B2
Dann fahren Sie doch an die Nordsee oder die Ostsee!,2,717,10,,,B1,95.17,B1
"Dann drückt man einen speziellen Knopf, und die Laterne fährt automatisch nach oben.",2,602,13,,,B1,83.66,B1
Dann zieht sie ihre Jacke an und geht nach Hause.,0,508,10,,,A1,112.09,A1
Am Nachmittag gehen Laura und Tobi in der Stadt spazieren.,0,482,10,,,A1,78.25,A1
"Man sollte sich also einfach darüber freuen, dass dieser Vogel so schön aussieht und ihn am besten in Frieden lassen.",3,748,20,,,B2,85.02,B2
Brauchen werden wir dich ab Anfang des kommenden Jahres.,5,unknown,9,,,C2,87.72,C2
"Ein weites und reich bestelltes Feld eröffnet sich, wenn statt von der Intelligenz von ihrer Abwesenheit die Rede ist.",5,unknown,19,,,C2,69.11,C2
"Er hatte gehört, dass diese Fastfood-Produkte nie kaputtgehen.",3,644,8,,,B2,37.98,B2
"Allerdings, so Ute Krüger, ist die Schnäppchenjagd nicht mehr nur auf diese Gruppe beschränkt, betrifft nicht nur sie.",4,301,18,30.0,141.0,C1,78.59,C1
Sie stehen zusammen und sehen sich etwas an.,1,538,8,,,A2,71.82,A2
Aber warum findet diese Verwandlung statt?,2,645,6,,,B1,73.85,B1
"Nur durch den Schmerz erfahre ich, was mir zu nahe abverlangt, dass mein Körper aus dem Gleichgewicht geraten ist und ich mich zurückziehen oder abstellen muss.",5,unknown,26,,,C2,62.01,C2
In der Geschichte gab es auch Krisen.,1,314,7,9.0,112.0,A2,115.13,A2
"Die Tatsache, dass man normalerweise nicht in die U-Bahn-Station geht, um da zu bleiben, bedeutet auch, wenn jemand hier hinkommt, dann ist er extra gekommen und hat Zeit mitgebracht.",4,448,29,41.0,153.0,C1,58.96,C1
Die lief nämlich auf älteren Handys nicht.,1,619,7,,,A2,89.75,A2
Die Rose ist für mich .,0,456,6,6.0,109.0,A1,117.16,A1
Sie laufen über das Gras und suchen im ganzen Garten nach ihrem Hund.,1,543,13,,,A2,109.04,A2
"Wenn man nicht in der Stadt ist, kann man keine Impulskäufe machen.",3,449,12,17.0,121.0,B2,93.14,B2
"Drei Kinder, sieben Enkel und fünf Urenkel hat sie, aber keiner möchte die Börse übernehmen.",3,465,15,22.0,131.0,B2,98.55,B2
"Hingegen verarbeiten und speichern Inselbe- gabte in einzelnen Teilbereichen jede eingehende Information, ob relevant oder nicht – auf Kosten der Gesamtfunktion ihres Gehirns.",5,unknown,23,,,C2,23.77,C2
