sentence,difficulty,text_id,sentence_length,sentence_tokens,total_tokens_per_call,difficulty_reviewed,readability
"Und am fleißigsten knipsen sich die Einwohner von Makati City, das ist eine Stadt auf den Philippinen.",A2,750,17,,,B1,88.06
Kommunizieren wir inzwischen mehr oder weniger?,A2,640,6,,,B1,56.93
Soll sie allein auf das Festival gehen?,A1,473,7,,,B1,89.75
"Sie erzählen aus ihrer Kindheit, Episoden oder ihr ganzes Leben.",B2,448,10,15.0,121.0,B1,95.17
Denn Rembrandt hat sich besonders gern selbst gemalt.,A2,731,8,,,B1,80.28
"Sie können sie bekritzeln, verbrennen, essen – alles ist erlaubt.",A2,608,10,,,B1,62.34
Diese Tradition existiert bereits seit 1897. Heute ist das die Arbeit von Postbotin Andrea Bunar.,A2,711,15,,,B1,72.32
Jedes der drei Länder ist ungefähr 25-mal so groß.,A2,611,9,,,B1,87.72
Kraken sind flexibel und können problemlos in vielen Meeren der Welt leben.,A2,588,12,,,B1,59.3
"Als die Polizisten kamen, versuchten sie, die Henne mit Brot zu füttern.",A2,699,12,,,B1,76.22
Wie sieht die Zukunft der Arbeit aus?,C1,318,7,8.0,111.0,B1,89.75
Nur rund 14 Prozent ihres Einkommens gaben sie im Jahr 2010 für Lebensmittel aus.,C1,315,14,21.0,128.0,B1,91.11
Wie Zeinab ist auch Sultan interkulturelles Engagement wichtig.,C1,297,8,14.0,118.0,B1,63.36
Dann hört Mirko eine Durchsage: „Der Zug nach Barcelona um 15 Uhr kommt heute nicht.,A1,491,15,,,B1,98.55
Er machte das für eine Werbekampagne von Coca Cola.,A2,681,9,,,B1,79.26
Meine Leidenschaft fürs Basteln hat wahrscheinlich schon in meiner Kindheit angefangen.,B2,442,11,14.0,125.0,B1,60.31
Rund 20. 000 Besucher schauen sich jedes Jahr dieses Spektakel an.,B2,458,11,18.0,125.0,B1,85.69
Der Grund: Sie haben wahrscheinlich zu wenig geblinzelt.,A2,601,8,,,B1,105.66
"Diese Form war praktisch, denn die Flasche konnte im Freien nicht wegrollen.",A2,631,12,,,B1,84.68
Die längste Autobahn Deutschlands ist die A7: Man kann auf ihr von der dänischen Grenze bis zur österreichischen Grenze fahren oder natürlich auch umgekehrt.,A2,628,24,,,B1,55.58
Von 1946 bis in die 90er-Jahre war es eine nur polnische Stadt gewesen.,B2,446,13,22.0,128.0,B1,83.66
Er stellte sich mehrere Fragen: „Wie reagier’ ich?,C1,324,8,13.0,120.0,B1,88.74
"Es gibt keine Helmpflicht, aber es ist empfehlenswert, seinen Kopf mit einem Helm zu schützen.",A2,646,15,,,B1,107.01
"Da bleibt der Strunk hart, und das ist halt eben nicht die gute Qualität.",C1,289,14,17.0,120.0,B1,99.57
"Und ein erwachsener Mensch hat dann nur noch so um die 200. Heißt das nun, dass wir einige Knochen verlieren?",A2,720,20,,,B1,95.17
Die Deutschen essen weniger Gemüse als fast alle anderen Menschen in Europa.,A2,704,12,,,B1,84.68
Aber natürlich auch die technische Umsetzung.,C1,307,6,7.0,114.0,B1,48.47
Trier ist nicht das neue Karl-Marx-Stadt.,B2,454,6,12.0,115.0,B1,73.85
Die Kunden kaufen immer mehr im Internet und immer weniger in den Geschäften.,B2,449,13,15.0,119.0,B1,75.2
"Beim Walzer bin ich der Meinung ist es für beide entweder gleich leicht oder gleich schwer, je nachdem , was für ein Typ man ist, ob man sich leicht tut mit der Musik und den Schritten oder schwer.",B2,477,38,43.0,151.0,B1,50.84
Dann muss sich das Gehirn anstrengen.,A2,738,6,,,B1,99.23
Sie haben dann ihren Privatjet am Flughafen stehen.,C1,322,8,10.0,116.0,B1,80.28
Die Kunden kommen sowohl aus ganz Deutschland als auch aus Günzburg.,B2,449,11,13.0,118.0,B1,85.69
Fünf Millionen Hobbyangler gibt es schon in Deutschland und jährlich werden es immer mehr.,B2,467,14,18.0,123.0,B1,65.73
Einige stecken sich noch höhere Ziele .,B2,438,7,9.0,114.0,B1,99.23
"Ja, ich finde, dass dann so die Tiere verkleidet [sind] mit so [einer] Lederhose oder so traditioneller Tracht [und] Kleidungen, das fand ich sehr, sehr lustig und sehr schön.",B2,458,29,49.0,158.0,B1,67.42
Bei Rauchenden klingelt diese Glocke permanent.,C1,298,6,10.0,115.0,B1,56.93
"Das Highlight aber ist ein Besuch bei den Seehunden , den beliebtesten Bewohnern des Watts.",B2,471,15,19.0,127.0,B1,65.73
Die Idee stammt von den Künstlern Frank und Patrik Riklin.,B2,450,10,14.0,123.0,B1,86.71
"Sein Flug ist um 10:00 Uhr, aber Tim will früh am Flughafen sein.",A1,523,13,,,B1,109.04
In der Bibel wird das so beschrieben: Die Jünger Jesu hatten sich in einem Haus in Jerusalem versammelt.,C1,304,18,24.0,130.0,B1,87.05
Das hätte ins Auge gehen können … Der Fahrer ist geflüchtet und der Schaden beträgt etwa 1. 500 Euro.,A2,616,19,,,B1,87.05
"Wenn Sie Deutschland mit einem anderen Land vergleichen möchten, dann ist es praktisch, ein paar Zahlen zu kennen.",A2,611,18,,,B1,70.13
Fast jeder ist Stammgast in der Börse.,B2,465,7,10.0,116.0,B1,81.29
Vor 450 Jahren ist hier das Erz verarbeitet worden und Eisen gegossen worden.,C1,306,13,16.0,124.0,B1,66.74
Dazu kommt oft noch eine Gewinnbeteiligung .,B2,457,7,11.0,116.0,B1,90.77
Keine alte Dame: die Rigi-Bahn Sie war die erste Bergbahn Europas: die Zahnradbahn auf die Rigi in der Schweiz.,C1,311,19,28.0,138.0,B1,69.11
Und wie sieht die Situation in der EU aus?,A2,597,9,,,B1,87.72
"Und deren Marken sind auf den Märkten etabliert, es gibt sie schon sehr lange, jeder kennt sie.",C1,291,17,22.0,130.0,B1,88.06
"Man verdient halt nicht viel dabei, man wird halt nicht reich dabei.",C1,295,12,14.0,119.0,B1,84.68
Für die Österreicherin Katharina Kos bedeutet Wandern Freiheit.,B2,476,8,14.0,122.0,B1,37.98
Ich hab’ das schon überall praktiziert.,C1,306,6,9.0,114.0,B1,90.77
Bei der Fahrt liest Anna ein Buch und sieht aus dem Fenster.,A2,541,12,,,B1,84.68
"Dieses Vitamin ist wichtig für unsere Fähigkeit zu sehen, besonders in der Nacht.",A2,685,13,,,B1,75.2
Die Gruppe kommt aus der evangelischen Kindertagesstätte Osterkita direkt nebenan.,C1,297,10,18.0,125.0,B1,52.87
Ganz schnell bekommt man einen Sonnenbrand.,A2,575,6,,,B1,90.77
Sultan schätzt das Leben in ihrem Kiez: „Wir haben Aşure gekocht und mit den Kindern probiert.,C1,297,16,25.0,131.0,B1,97.54
"de“, und dann kriegen Sie den Helm, wenn Sie ihn heute bis 16 Uhr 30 bestellen, sogar noch heute geliefert .",B2,449,21,27.0,133.0,B1,93.48
"Mein Vater hätte sogar gewusst, ob das eine englische oder deutsche ist.",B2,480,12,16.0,123.0,B1,84.68
Neben der Natur ziehen auch Schloss Neuschwanstein und das Oktoberfest Millionen von Besuchern an.,B2,453,14,20.0,128.0,B1,65.73
"müssen Sie ‘ne Software haben, wo automatisch dann hier das Produkt im Internet angezeigt wird .",B2,449,16,20.0,124.0,B1,64.71
"Bis er dann erwachsen ist, ändern sich aber natürlich viele Dinge.",A2,720,11,,,B1,85.69
Inzwischen hat er schon circa sechs Millionen Maronen verkauft.,A2,725,9,,,B1,53.88
"Das war die Firma Einstein, die dem Vater und dem Onkel von Albert Einstein gehörte.",A2,667,15,,,B1,81.63
Und was sind nun solche schweren Fälle?,A2,743,7,,,B1,106.67
"Ist es zu trocken, dann twittert der Baum zum Beispiel: „Hilfe, ich habe Durst!",A2,684,14,,,B1,91.11
"Hier fährt man teils auf Feldwegen, teils am oder auf dem Deich.",A2,664,12,,,B1,84.68
Was haben sie erreicht und wie leben sie heute?,B2,460,9,10.0,114.0,B1,96.18
Der älteste Teil ist die Pfalzkapelle aus dem achten Jahrhundert.,B2,474,10,15.0,123.0,B1,86.71
Das wird wohl noch eine Weile so weitergehen.,A2,671,8,,,B1,88.74
"Dann ist er dann zur Werkstatt gefahren, hat es leider nicht in der Fachwerkstatt machen lassen, sondern irgendwo.",C1,299,18,24.0,130.0,B1,70.13
Fünf Männer und zwei Frauen im Alter von 29 bis 58 Jahren wollten ein neues Rezept ausprobieren: einen Sauerbraten.,A2,726,19,,,B1,69.11
"Sehen wir zum Beispiel eine spannende Filmszene, dann blinzeln wir direkt danach.",A2,601,12,,,B1,84.68
Und was kaufen sich die Kinder am liebsten für ihr Taschengeld?,A2,654,11,,,B1,94.15
Zurzeit sieht man solche E-Scooter vor allem in größeren Städten.,A2,646,10,,,B1,95.17
Mit Erfolg: Die Schauspielkurse sind immer ausgebucht.,C1,310,7,13.0,119.0,B1,55.91
Im Treppenhaus bemerkte er dann einen komischen Geruch.,A2,719,8,,,B1,63.36
"Vor allem in Indien, Afrika und auf der Arabischen Halbinsel ist das der Fall.",A2,625,14,,,B1,74.19
"Sie ist so begeistert, dass sie den beiden Straßenkünstlern etwas Geld geben will.",A2,539,13,,,B1,83.66
"Und da könnte man als Verbraucher versuchen, den Markt zu fragen: ‚Hey Freunde, ich möchte frisches, deutsches Lammfleisch.",C1,295,18,29.0,140.0,B1,70.13
"Wie gut, dass wir im 21. Jahrhundert leben …",A2,618,9,,,B1,105.66
"Ich bin begeistert, dass die Leute so sich bemühen und für uns alle … Wir sind dankbar, dass alle zusammengekommen [sind].",B2,458,21,30.0,137.0,B1,85.02
"Da wird immer Walzer getanzt, vor allen Dingen schon bei der Eröffnung gibt es immer diesen Eröffnungswalzer.",B2,477,17,26.0,133.0,B1,71.14
"Wenn man das geschafft hat, dann ist es gar nicht mehr so schlimm.",C1,307,13,15.0,122.0,B1,109.04
Und was glauben Sie … wer postet mehr Selfies?,A2,750,9,,,B1,105.66
Auch in diesem Apartmenthaus hat er Wohnungen vermittelt.,B2,472,8,10.0,117.0,B1,46.44
2012 haben sie sich noch viel häufiger mit ihrer Familie getroffen.,A2,589,11,,,B1,77.23
Die wird gerne für Werkzeuggriffe genommen.,C1,309,6,9.0,114.0,B1,90.77
Und dafür bekommt Wendelstein monatlich sogar Lohn von der Stadt – für Futter und Tierarzt.,A2,687,15,,,B1,74.19
"Und diese Symbole passen ideal zum Osterfest, das im Frühling gefeiert wird.",A2,592,12,,,B1,76.22
"Selber Zeit mit meinen Kindern verbringen, das war der Ansatzpunkt dafür.",B2,445,11,15.0,122.0,B1,85.69
Und das liegt noch unter dem europäischen Durchschnitt.,B2,478,8,9.0,116.0,B1,80.28
Die Geschichte des Restaurants beginnt 1905 und lebt mittlerweile in vierter Generation.,B2,473,12,16.0,124.0,B1,42.38
“Dann sieht Herr Fink auf die Uhr und spricht weiter: „Jetzt ist es zwanzig Uhr und das Schwimmbad hat schon geschlossen.,A1,486,21,,,B1,92.46
Und natürlich ist auch die berühmte Karlsbrücke aus dem 14. Jahrhundert ein absolutes Muss .,B2,466,15,21.0,131.0,B1,81.29
Positive Dinge finden aber selten den Weg in die Nachrichten.,C1,290,10,11.0,117.0,B1,69.79
2015 wurde der sogenannte Abgasskandal bekannt.,B2,443,6,12.0,118.0,B1,31.55
Bei einem gesunden Erwachsenen können das täglich zweieinhalb bis drei Liter sein.,A2,599,12,,,B1,76.22
Außerdem machen sie viel öfter Sport und gehen häufiger spazieren.,A2,589,10,,,B1,95.17
Hier stehen lauter Mittelklasse -Wagen: alles Diesel .,B2,463,8,13.0,118.0,B1,55.91
"Es gibt auch Wörter, die kommen in allen drei Varianten vor, bedeuten aber was anderes in den Ländern.",C1,323,18,22.0,132.0,B1,78.59
Und auf dem Wohnzimmerboden stand ein ganz normaler Tintenstrahldrucker mit ganz gewöhnlichem Papier.,A2,649,13,,,B1,41.36
"Die Kühe werden nicht mit Silo -Futter gefüttert, das heißt, sie fressen Gras und Kräuter und Heu im Winter.",C1,322,19,31.0,139.0,B1,77.57
Die ersten Segmente werden zwei Tage nach dem Mauerfall 1989 abgetragen .,B2,439,12,18.0,122.0,B1,68.77
Die begeisterte Wanderin Katharina Kos testet den neuen Weg.,B2,476,9,15.0,119.0,B1,79.26
Und das gilt auch für Schnäppchenjäger.,C1,301,6,10.0,116.0,B1,90.77
Schuld ist wahrscheinlich auch die Corona-Pandemie.,A2,610,6,,,B1,48.47
Luxuspommes aus Berlin Das Goldies gehört zu den beliebtesten Läden im Alternativviertel Berlin Kreuzberg: Dort gibt es besondere Pommes Frites mit selbstgemachten Soßen.,B2,455,23,38.0,149.0,B1,56.59
"Glitzer , Funkeln und Metallic – für eine dekadente Party mit Familie und Freunden.",B2,481,14,19.0,123.0,B1,67.76
"„Das war ein kleines Abenteuer“, denkt sie und lacht leise.",A2,539,10,,,B1,103.63
"Generation Instagram und die analoge Fotografie Von allem und überall Fotos machen können, so kennt es die junge Generation.",B2,441,19,23.0,129.0,B1,43.73
Außerdem sind auch viele persönliche Daten wie Kontakte und Fotos gespeichert.,A2,604,11,,,B1,51.85
Für die Fußgänger bleibt das ein ganz normaler Zebrastreifen.,A2,683,9,,,B1,87.72
"Der Kopf eines Babys besteht aus vielen verschiedenen Knochen, die alle ganz weich sind.",A2,720,14,,,B1,74.19
"Ein Buchungsportal im Internet hat kürzlich knapp 1. 200 Menschen gefragt, was sie normalerweise auf Reisen frühstücken.",A2,737,17,,,B1,71.31
Und Haushalte mit mindestens drei Personen machen nur noch 24 Prozent aus.,A2,596,12,,,B1,84.68
"Die Kunden suchen sich die Ware selbst aus, die etwa in Regalen liegt oder auf Kleidergestellen, Ständern, hängt.",C1,301,18,27.0,133.0,B1,78.59
Wir haben bei der Mähren AG nachgefragt.,B2,464,7,12.0,116.0,B1,106.67
In ihnen steckt mehr Vitamin C als in Orangen.,A2,571,9,,,B1,79.26
Vielleicht denkt manch einer gleich an einen Reiseführer.,C1,313,8,13.0,119.0,B1,71.82
"Es gibt aber drei Gründe, die gegen das Essen im Gehen sprechen: Erstens isst man schneller.",A2,694,16,,,B1,97.54
"Am Südpol, inmitten von Eis und Schnee, leben zum Beispiel Pinguine.",A2,582,11,,,B1,77.23
"Bei den russischen Hochzeiten ist es so, dass es die ganze Zeit ne Moderation gibt.",B2,483,15,20.0,124.0,B1,73.17
"Wenn im Sommer die Temperaturen in Deutschland steigen, dann sieht man überall das Gleiche: lange Schlangen vor den Eisdielen.",A2,739,19,,,B1,60.65
"Also, ich denke mal, es ist klar, dass es da Dinge gibt, die einem nicht so gefallen an der Schule, aber das ist jetzt glaub ich nicht nur an der BBO so.",B2,478,32,39.0,147.0,B1,81.3
Aber ein Verkehrsschild ist international offiziell anerkannt: das Stoppschild.,A2,638,9,,,B1,28.5
"Unter @TreeWatchNet kann man lesen, wie es den Bäumen geht.",A2,684,10,,,B1,86.71
Deshalb steigt sie nach oben und nicht nach unten in Richtung Spalt.,A2,602,12,,,B1,84.68
"In Deutschland, genauer in Baden-Württemberg, befindet sich die Quelle.",A2,572,9,,,B1,62.34
"Es wird aus dem Verkehr gezogen, stillgelegt.",C1,299,7,10.0,116.0,B1,89.75
"Bevor Sie Blut spenden, gibt es einen kleinen Gesundheitscheck: Sie füllen einen Fragebogen aus und Ihr Blut wird untersucht.",A2,668,19,,,B1,77.57
Oder machen Sie einmal einen Umweg.,A2,738,6,,,B1,99.23
“ Lederhosen und Dirndl gehörten also ursprünglich gar nicht zum Oktoberfest- Outfit .,C1,320,13,19.0,129.0,B1,51.85
"Stellen Sie sich vor, Sie sehen ein Fußballspiel.",A2,673,8,,,B1,88.74
Seit wenigen Monaten gehört es dem Immobilienunternehmer Jakob Mähren.,B2,464,9,14.0,123.0,B1,62.34
In vielen Ländern gibt es überhaupt keine Regelungen .,B2,470,9,10.0,117.0,B1,71.82
"und [ich] arbeite jetzt im Prinzip als Segellehrer und als Skipper, bin viel im Mittelmeer unterwegs.",B2,468,16,25.0,134.0,B1,72.16
Es fehlt einfach ein Stück was im Leben.,B2,445,8,9.0,115.0,B1,105.66
"Also er braucht wirklich seine Zeit, weil erst über seine Zeit kriegt er seinen Geschmack und seine Konsistenz.",C1,289,18,23.0,131.0,B1,87.05
Viele Leute kommen schon seit Jahrzehnten zur „Börsen-Oma“.,B2,465,8,15.0,123.0,B1,80.28
"Zum einen wollen viele junge Menschen auch wieder so ein bisschen zurück zur Natur, wieder Naturabenteuer erleben.",B2,467,17,21.0,129.0,B1,79.6
"Die Pflanze mit großen Blättern hat lange Stiele, die man essen kann.",A2,637,12,,,B1,93.14
Mark Brandner muss immer mehr Umsatz für Kunden und die Firma bringen.,B2,468,12,14.0,120.0,B1,67.76
"Schauen wir mal, ob wir ein paar Freunde haben, und so hat das angefangen mit neun Stück.",B2,484,17,21.0,129.0,B1,88.06
Sie hat Deutsch gelernt und kümmert sich nun selbst um Migrantinnen.,B2,444,11,15.0,121.0,B1,68.77
"Beim Null-Stern-Hotel da ist ja genau das Interessante, dass viele Leute nicht mehr wissen, was es jetzt ist.",B2,450,18,26.0,132.0,B1,70.13
"Elvis hatte als Soldat etwa 1,5 Jahre in dem hessischen Ort gelebt.",B2,469,12,21.0,124.0,B1,76.22
"Jeden Tag werden 34,7 Millionen SMS verschickt und 205 Millionen Zigaretten geraucht.",A2,680,12,,,B1,42.38
"Heutzutage gibt es weniger Menschen, die bei ihrer Hochzeit unter 30 sind.",A2,578,12,,,B1,93.14
In Oldenburg nennt man es liebevoll „Oldenburger Palme“.,C1,289,8,14.0,120.0,B1,46.44
Eine besonders schöne Strecke sind die „Alpenjuwelen“.,B2,476,7,13.0,118.0,B1,81.29
"35 Prozent der Sparer träumen von den eigenen vier Wänden, möchten also gerne eine Wohnung oder ein Haus besitzen.",A2,650,19,,,B1,60.65
"Und wenn das nicht passt, dann kauft er das Viech nicht.",C1,315,11,15.0,120.0,B1,111.07
"Angefangen hat diese Tauschaktion 1937. Die Haribo- Familie hatte einen Park mit Wildtieren, und die Kinder aus der Nachbarschaft sammelten für diese Tiere Kastanien.",A2,733,24,,,B1,76.22
Weil es einfach ein Highlight in der Adventszeit ist.,B2,484,9,13.0,116.0,B1,87.72
"Ich fände es toll, wenn ich weniger Kaffee trinke.",B2,438,9,13.0,118.0,B1,104.64
"Die Menschen leben länger, weil viele Medikamente entwickelt wurden.",A2,671,9,,,B1,62.34
Und eine österreichische Kollegin meinte dann: ‚Na geh’ bitte!,C1,323,9,15.0,122.0,B1,62.34
"Ist Rhabarber frisch, dann sind die Stangen ganz fest, wenn sie älter sind, fühlen sie sich wie Gummi an.",A2,637,19,,,B1,86.03
"Nur 10 Prozent der Deutschen trinken lieber stilles Mineralwasser, also ohne Kohlensäure.",A2,705,12,,,B1,67.76
"Die zweite Jugendliche hat etwas Praktisches fürs Leben gelernt, nämlich dass es wichtig ist, auf beiden Beinen zu stehen, richtig zu stehen.",C1,310,22,28.0,139.0,B1,66.07
Auf der Vorderseite der Münzen sieht man die bekannten Comicfiguren von Walt Disney.,A2,741,13,,,B1,75.2
Das kann man ganz schön in den biblischen Texten nachlesen.,C1,304,10,15.0,118.0,B1,69.79
Mindestens einmal im Jahr steht sie im Mittelpunkt: die Mutter.,C1,300,10,13.0,120.0,B1,69.79
Das Buch von Herrn Schmidt steht nicht mehr im Regal.,A1,503,10,,,B1,86.71
"Sie ist also verwandt mit Pfirsichen, Aprikosen und Kirschen.",A2,713,9,,,B1,87.72
Das Wort „putzen“ ist ein umgangssprachlicher Begriff für „reinigen“.,C1,316,9,19.0,126.0,B1,62.34
Die absolute Nummer eins in deutschen Wohnzimmern ist die Katze!,A2,587,10,,,B1,69.79
Nun wird das Fleisch in Butterschmalz gebraten.,B2,473,7,13.0,119.0,B1,64.37
Fans haben bei mehr als fünfzig Veranstaltungen ihr Idol gefeiert.,B2,469,10,13.0,120.0,B1,69.79
Seit Ende des Zweiten Weltkriegs ist Breslau ein Teil Polens.,B2,446,10,16.0,123.0,B1,95.17
"„Oh, ein Schornsteinfeger, darf ich Sie mal kurz anfassen?",A2,641,9,,,B1,79.26
“ Das Bestattungsfahrrad ist in der Schweiz ein Novum.,C1,293,9,18.0,122.0,B1,88.74
"Ich glaube, die Tasche ist noch im Boot“, sagt Alexander laut.",A1,502,11,,,B1,102.61
Aber Krampus – oder auch „Percht“ genannt – ist er schon seit Kindertagen.,B2,484,13,20.0,125.0,B1,77.23
"Jeder, der einmal im Chor gesungen hat, weiß wieviel Spaß Singen macht.",A2,630,12,,,B1,84.68
Der Potsdamer Platz in Berlin ist ein belebter Ort mit vielen Hochhäusern.,B2,439,12,19.0,125.0,B1,93.14
"Zum Beispiel: Sie müssen für Ihre Haushaltsliste einkaufen, und dann machen Sie die Augen zu und stellen sich ‚putzen’ vor.",C1,316,20,29.0,138.0,B1,93.48
"Nehmen wir zum Beispiel den Satz: ""Ich mache jede Woche zwei Hörtexte"".",A2,730,12,,,B1,101.6
"Bis zu fünf Prozent leiden an Ess-Brechsucht, Bulimie.",C1,285,8,16.0,123.0,B1,63.36
Die Tiere bekommen deshalb zwei Tage vor dem Transport kein Futter mehr.,A2,666,12,,,B1,84.68
"Du weißt im Voraus nie, was du kriegst.",B2,480,8,13.0,118.0,B1,105.66
"Viele Leute vermenschlichen auch das zu sehr, die Insekten.",B2,457,9,15.0,120.0,B1,79.26
"Wer die Selfies nicht dort teilt, lädt sie bei Facebook, Twitter oder Whatsapp hoch.",A2,750,14,,,B1,82.65
Eine Erfrischung für Körper und Geist sind das klare Wasser von St.,B2,461,12,16.0,122.0,B1,84.68
"Ein Land hat da, so Wan-Hsin Liu, eine Nische für sich entdeckt: „Vietnam ist ein sehr großer Robusta-Kaffeeproduzent.",C1,291,18,32.0,139.0,B1,70.13
"Sie hören einen lauten Knall und ein Auto, das davonrast.",A2,616,10,,,B1,86.71
"Lenas Mutter war ganz beunruhigt und wollte wissen, ob das ungesund ist.",A2,749,12,,,B1,76.22
"Die „Alpenjuwelen“ sind eine gute Möglichkeit für alle, die das Wandern für sich entdecken wollen.",B2,476,15,24.0,129.0,B1,81.63
"Das ist so das Einzige, was man wirklich weiß – und kinderlos war und dass mein Mann Ekkehard II.",C1,286,19,25.0,130.0,B1,87.05
"Sie verschenken nämlich nur sinnvolle Dinge, die im Alltag helfen.",A2,582,10,,,B1,69.79
