sentence,difficulty,sentence_length
"In Deutschland gibt es aber inzwischen ein paar Unternehmen, die auf Recycling von Beton setzen, um Bauen nachhaltiger zu machen.",B2,20
In die Trauer der Menschen mischt sich immer mehr Wut über schlecht gebaute Wohnblöcke und Häuser.,B2,16
Bei Kleinkindern ist der Anteil mit über fünf Prozent noch höher.,B2,11
"Sie wurden abgefedert, abgemildert.",B2,4
"Hier wird Fisch aus ganz Europa verkauft - wie Flunder , Lachs , Dorade und natürlich Makrele aus Deutschland.",B2,19
Doch einer der Tänzer ist kurzfristig erkrankt.,B2,7
"Eine Studie der Nationalen Universität von Singapur zeigt nun: Ihre Geschichte ist enger mit unserer verbunden, als uns wahrscheinlich lieb ist .",B2,22
Dabei hat die EU direkten Einfluss auf das Leben in Deutschland.,B2,11
"Ziel ist, dass sie sich irgendwann selbst kontrollieren können.",B2,9
Und laut einer aktuellen WHO-Untersuchung gibt es inzwischen über eine Milliarde Übergewichtige auf der Welt.,B2,15
Denn von der Einnahmequelle Tourismus profitieren die Menschen vor Ort oft am wenigsten.,B2,13
"Sie haben den Moorboden entfernt, um die Fläche landwirtschaftlich nutzen zu können, erklärt er.",B2,14
Er nennt es das „Gedächtnis der Menschheit“.,B2,7
In dessen Glaswerkstatt werden vier Fenster der Pariser Kathedrale repariert.,B2,10
Zum Schutz von Umwelt und Menschen haben die Regierungen Chinas und Nepals jetzt neue Regeln für den Aufstieg beschlossen.,B2,19
"Das wäre das Schrecklichste, was ich mir vorstellen kann!",B2,9
Also da sehe ich es mehr als Chance sogar noch.,B2,10
Doch nach dem Angriff Russlands auf die Ukraine hat sich das geändert.,B2,12
In den 2010er-Jahren hat die „Neue Rechte“ das alte Image des Nazis mit Glatze und schweren Stiefeln abgelegt .,B2,19
Sieht es mit der Arbeitsmoral der Deutschen so schlecht aus?,B2,10
"Oftmals werden die Dachneigung und Dachfarbe, die Farbigkeit der Fassaden und manchmal sogar die Bepflanzung des Gartens vorgeschrieben.",B2,18
Dafür hat er sich in den Bergen Oberösterreichs tief unter der Erde ein Archiv gebaut.,B2,15
"Es macht keinen Sinn, diese Bedürfnisse über Bauordnungen zu unterbinden.",B2,10
Bei vorherigen Arbeiten nahmen es manche allerdings wohl nicht ganz so genau .,B2,13
"Dabei ist für Capo gerade das Klassenzimmer ein wichtiger Ort, um Desinformationen entgegenzuwirken .",B2,14
"Wir selbst sorgen also dafür, dass sich die Schabe bei uns wohlfühlt.",B2,12
Jetzt hat die Bundesinnenministerin das Magazin verboten.,B2,7
Doch auch in der Schifffahrt herrscht Personalmangel .,B2,8
"Gemüse mit Kultstatus: Oldenburger Grünkohl Er gilt als typisches Wintergemüse, hat verschiedene Namen, ist sehr gesund und besonders im Norden Deutschlands beliebt.",B2,22
"Bereits heute kaufen wir Notebooks für ein Viertel des Preises, den wir noch vor fünf Jahren bezahlt haben.",B2,18
"Wir schlossen abends den Schrank und wussten, dass der Geruch immer noch in den Kleidern war.",B2,16
"Es ist eine Klosterbrauerei – im Mittelalter brauten vor allem Mönche Bier, um die Fastenzeit besser zu überstehen .",B2,19
"Und diese Norm überträgt sich von einem zum anderen, sie springt über.",B2,12
"Sie wird immer perfekt sein, immer schneller als ich.",B2,9
"Seit 2016 können Athletinnen und Athleten, die ihre Heimatländer verlassen mussten, in einem eigenen Flüchtlingsteam an den Wettkämpfen teilnehmen.",B2,19
Entweder wird er von Hand gezogen oder er ist mit einem gewöhnlichen Fahrrad bzw.,B2,14
Als erste Indigene überhaupt möchte sie bei den Olympischen Spielen für Brasilien starten.,B2,13
"Hier kann Architektur Spaß machen, hier dürfen Farben und Formen wieder zum Einsatz kommen.",B2,14
com): Wir erleben derzeit eine Explosion im Modebusiness.,B2,8
Blech war in der damaligen DDR Mangelware.,B2,7
"Chinesische Studierende berichten: Wer Demonstrationen organisieren will, wird gezielt bedroht.",B2,10
"Ein über 20 Jahre altes, fröhliches Lied, dessen Macher nichts mit rechtem Gedankengut zu tun hat, wird gerade wegen seiner Harmlosigkeit für rechtsextreme Propaganda genutzt.",B2,25
"Für ihn ist wichtig, dass dort auch homosexuelle und queere Personen explizit genannt werden – was bisher nicht der Fall ist.",B2,21
"Das deutsche Turnen, die englische Public-School-Erziehung war eine männliche Erziehung in Eton, Harrow – und Rugby.",B2,16
Eine Bedingung für den Kauf gibt es aber: Innerhalb von zwei Jahren muss auf dem Grundstück ein Haus gebaut werden.,B2,20
Und die Leistung der Photosynthese nahm ab.,B2,7
"Für die Behandlung ist es wichtig, dass man sich immer wieder fragt: Setze ich meine Energie für die richtigen Dinge ein?",B2,21
"ist nicht erlaubt, wenn sie nicht unmittelbar der schulischen Belangen dienen.",B2,11
"Denn die Menschen konsumieren sie trotzdem“, so Kreicarek.",B2,8
"Das gesamte Regenwasser, das entsteht, sickert durch diesen Beton durch und kommt wieder in den Untergrund , was auch den Grundwasserhaushalt wieder verbessert.",B2,23
"„Das ist die Bühne , auf der jeder Schwimmer gerne stehen will“, sagt er.",B2,14
"Max Reschke, Parteichef der Grünen in Thüringen, berichtet von Misthaufen vor der Tür, kaputten Fenstern und gesprengten Briefkästen.",B2,18
Behinderungen sind Eigenschaften – so wie ‘n Mensch klein ist und oben nicht an die Tasse rankommt.,B2,17
"So war Wilhelm zehn Jahre alt, als er von seinem Onkel eine gehörige Tracht Prügel bezog, weil er einem Dorfbewohner die Pfeife mit Kuhhaar gefüllt hatte.",B2,26
"Tiny Houses liegen im Trend Wohnraum ist in Deutschland knapp und teuer, besonders in den Städten.",B2,16
"Zurück nach Kopenhagen, der Wahlheimat von Eckhard Ahmed Krausen.",B2,9
"Manche Briefe, etwa von Behörden, sind so wichtig, dass ich sofort darauf reagieren muss, auch bei Kündigungen oder bei Briefen mit Fristen.",B2,22
"„Ich möchte, dass alle im Klassenzimmer wissen, dass wir etwas tun können und dass es noch immer Hoffnung gibt“, so Capo.",B2,21
"Ich möchte meinen Werdegang nutzen, um darauf aufmerksam zu machen, dass man halt diese Vorurteile abschaffen kann und Gemeinschaften zwischen Kulturen entdeckt.",B2,22
"Dass sie ein Problem haben, merken die Betroffenen oft nicht allein.",B2,11
"In den 1990er-Jahren zeigte das schwedische „Choir Singing Health Project“ mit mehr als 12. 000 Teilnehmenden, dass Mitglieder von Chören und Gesangsgruppen eine höhere Lebenserwartung haben als Menschen, die nicht singen.",B2,31
"In Gebäuden findet die Deutsche Schabe gute Lebensbedingungen, und es ist schwer, sie wieder loszuwerden .",B2,16
"Und die Hauptstadt des Döners ist natürlich Berlin, wo der junge Verkäufer Kofi in einer Bude arbeitet.",B2,17
Die erste Wäsche der Kleidung fiel uns unendlich schwer.,B2,9
"Andere würden solche Gedanken auch in Handlungen umsetzen , so Reschke.",B2,11
"Das wirklich Seltsame ist, dass diese Zugvögel in die Länder, in denen Krieg herrscht, zurückkehren wollen.",B2,16
"Das vitaminreiche und nahrhafte Gemüse kam damals beinahe täglich auf den Tisch, in Armenhäusern dreimal in der Woche.",B2,18
"Nein, sagt Arbeitsmarktexperte Enzo Weber: „Die Zahlen bedeuten … nicht, dass in Deutschland weniger gearbeitet wird.",B2,16
Anfang der 1970er-Jahre entwickelt sie für die Funkenmariechen die berühmten Hebungen und Würfe.,B2,13
Schnelle Schwalben kreuzen vor den Balkonen und schreien im Moment der Ankunft wegen der großen Veränderung vor Ort.,B2,18
Am 13. Juli 1977 um 21. 37 Uhr schlägt der Blitz eines Sommergewitters in zwei Starkstromleitungen der New Yorker Elektrizitätswerke ein.,B2,21
“ Trotz vieler Parallelen: Adolf wollte nicht wie sein Vater sein.,B2,11
Das Thema Asyl zum Beispiel sehen die Deutschen als größte Herausforderung für Deutschland und Europa.,B2,15
Der Erfolg: Schon nach drei Jahren enthielten Cola und Limonaden in Großbritannien durchschnittlich 29 Prozent weniger Zucker.,B2,17
Das Erdbeben an der türkisch-syrischen Grenze hat Städte und Dörfer in Trümmer gelegt.,B2,13
"der technische Fortschritt ist von Paris nach England gezogen, die Industrialisierung ist in vollem Gang.",B2,15
Homosexualität: seit 30 Jahren straffrei Bis 1994 wurden homosexuelle Männer vom Gesetz diskriminiert .,B2,14
Aber was ist wirklich an dem Mythos dran?,B2,8
"Hütz-Adams fordert daher mehr Unterstützung für sie – und feste Abnahmepreise , damit sie weiter Kaffee anbauen können.",B2,18
"Die TV-Duelle vor der Wahl sind besonders wichtig, hier machen sich die Wählerinnen und Wähler einen direkten Eindruck von den Kandidaten.",B2,21
"Immer mehr Farben, Stoffe und Einrichtungsgegenstände sind mit antibakterieller Ausstattung sowie mit Antipilzmitteln versehen.",B2,14
"So konnte Biden kaum deutlich machen, dass sein Herausforderer seit Kurzem strafrechtlich verurteilt und in vielen weiteren Punkten angeklagt ist.",B2,20
"Zu diesem Zeitpunkt wusste ich, dass ich etwas Neues machen möchte, eine eigene Firma gründen.",B2,15
"Und das war nicht immer so: Früher, 1964, die erste Moschee, die außerhalb von Kopenhagen liegt, da war das ausdrücklich noch verboten.",B2,22
"Doch auch die Einstellung der Medizinerinnen und Mediziner hat sich geändert: Früher gab es zum Beispiel Diskussionen darüber, ob man einem Kleinkind mit Down-Syndrom eine Chemotherapie gegen Leukämie zumuten soll.",B2,30
"Man denkt nicht nur an ’ne Kollektion, sondern halt an … auch an ein Team und an Verkäufe, an Digitalisierung .",B2,21
"Meine Frau sprach über das Wetter und sagte, dass hier in Deutschland entweder Sauwetter sei oder eine Affenhitze herrsche.",B2,19
Nach mehreren solcher Fahrten ließ die Angst allmählich nach.,B2,9
"Viele würden stark auf ihre eigenen Interessen pochen und dann Verantwortliche beleidigen, die diese Interessen nicht umsetzen.",B2,17
Ende 2024 soll die Kirche wiedereröffnen.,B2,6
"Außerdem müssen ökologische und soziale Faktoren bei der Tourismusplanung stärker mitgedacht werden, so der Wissenschaftler.",B2,15
"Auch Notre-Dame soll fortbestehen, und die Kölner Dombauhütte bot ihre Hilfe bei der Restaurierung an.",B2,15
"Seinen Besuch begann er am Istanbuler Bahnhof Sirkeci, der für die deutsch-türkische Beziehung eine ganz besondere Bedeutung hat „Sie haben unser Land mit aufgebaut, sie haben es stark gemacht und sie gehören ins Herz unserer Gesellschaft“.",B2,36
"„Jetzt gibt es plötzlich Starkregen, Monate ohne Regen und Hitzeperioden .",B2,11
"Auf der anderen Seite ist es unsere Persönlichkeit, unsere Menschlichkeit und unsere Unvollkommenheit , die uns manchmal besser macht als Künstliche Intelligenz.",B2,22
"„Meiner Meinung nach können Überdosierungen […] mit ehrlichen Informationen vermieden werden“, so Kreicarek.",B2,13
"Insgesamt ist die Situation zumindest für die nächsten ein, zwei Jahre für die russische Führung nicht kritisch.",B2,17
Niemand kann es an die Spitze schaffen .,B2,8
Für die deutsche Modeschöpferin Marie-Christine Statz ist hier ein Traum wahrgeworden: Sie präsentiert ihre eigenen Kollektionen bei den großen Prêt-à-porter-Schauen.,B2,20
"Kombiniere ich aber das alles in einem Gerät, kommt ein unbrauchbarer Kompromiss dabei heraus.",B2,14
Zum ersten Mal treten mit Joe Biden und Donald Trump ein amtierender und ein ehemaliger Präsident gegeneinander an .,B2,19
Im Fall der Zeitschrift „Compact“ entschied sich Bundesinnenministerin Nancy Faeser für ein Verbot des Magazins und aller dazugehörenden Social-Media-Kanäle .,B2,20
Bei Automobilherstellern standen beispielsweise monatelang die Bänder still.,B2,8
"Von welchen Sorten sollte ich besser die Finger lassen, wenn ich ein Vorstellungsgespräch bekommen möchte?",B2,15
Seine Kollegen aus anderen Brauereien sind aber noch nicht überzeugt.,B2,10
In Deutschland ist eine Unternehmensgründung relativ einfach.,B2,7
"Dazu möchte man alle Aufgaben am Arbeitsplatz möglichst perfekt erledigen, weil man seinen Job mag.",B2,15
"“ Der Präsident hatte eine Erkältung, was ihm über die gesamten 90 Minuten des Duells anzumerken war , aber erst hinterher offiziell bekannt wurde.",B2,24
"650 Bons, auf jedem Bon ungefähr drei, vier, fünf Bestellungen, dann sind wir bei knapp – wie viel am Tag?",B2,20
Auch Tischler Ulf Trübel und Diana Reintjes wohnen in einer dieser Siedlungen.,B2,12
Während einer Manie sind man- che Erkrankte zu erstaunlichen Leistungen im Stande.,B2,12
Aber erst mal muss ich aufwachen.,B2,6
Getränke aus Brot herzustellen ist keine neue Erfindung.,B2,8
"Was für die Zukunft wichtig ist, entscheidet er selbst.",B2,9
Eine neue Technologie aus Belgien soll das nun ändern.,B2,9
Tanzen ist für mich die Sprache der Seele.,B2,8
"Die klassische Kantine, wie wir sie in Deutschland kennen, wird bleiben.",B2,11
Ich kann mit dieser Art von Intelligenz nicht mithalten .,B2,10
Auch beim Ausbau der Stromnetze kommt Deutschland kaum voran.,B2,9
"„Wir fliehen in ein fremdes Land”, schrie ich und war wütend, „wir wissen nicht, was kommt.",B2,16
Es klingt sehr verlockend: In vielen Ländern Europas kann man für wenig Geld ein Haus oder ein Grundstück kaufen.,B2,19
"“ Bedingungen, die es bisher zum Beispiel in Brasilien und Vietnam gibt, den größten Kaffeeproduzenten der Welt.",B2,17
"Für den Journalisten Michael Kuderna gibt es keinen Zweifel daran, dass „das Kirchenfenster ein eindeutiges und mutiges Statement gegen den Nationalsozialismus und dessen Führer darstellt“.",B2,25
"Doch viele Gegner des Tempolimits sind der Meinung, dass es der Umwelt zu wenig nützt; die Einschränkungen sind ihnen dagegen zu groß.",B2,22
"Und er hat eigene Kriterien , was erhaltenswert ist.",B2,9
"Da wurde die Ebertsbrücke als Behelfsbrücke gebaut, weil eine andere Brücke saniert wurde.",B2,13
Fast 8850 Meter ragt der Mount Everest an der Grenze zwischen China und Nepal in die Höhe .,B2,18
"Das Problem: Amphetamine wie Dexedrin halten wach, indem sie den Spiegel des Neurotransmitters Dopamin im Gehirn steigen lassen.",B2,18
"Warum Schäfer vom Aussterben bedroht sind Wer in Deutschland Schafe hält, tut das meist aus Leidenschaft.",B2,16
Marie-Christine gründet ihr Label 2013 in der Modehauptstadt Paris.,B2,9
Sie werden sie weiterhin in der ganzen Welt repräsentieren .,B2,10
"Ich glaube, dass wir in Zukunft mit einer Eins-zu-eins-Lösung keinen Preis mehr gewinnen werden.",B2,14
"Ein Jahr später sind sich Expertinnen und Experten nicht einig, ob und wann die Sanktionen wirken.",B2,16
Das ist nach wie vor ein großes Problem.,B2,8
Künstliche Intelligenz (KI) wird inzwischen auch für kreative Arbeiten eingesetzt.,B2,10
"Wie aber passt der Wunsch, weniger zu arbeiten, mit dem Wunsch zusammen, den Wohlstand im Land zu sichern?",B2,18
Da geht doch keine Wohnung unter umgerechnet 250. 000 Euro weg .,B2,12
OLIVER LEMKE (Brauer): Es wird ’n komplett anderes Produkt sein.,B2,10
"Man weiß genau, was man sagen will, doch bei einem bestimmten Wort gerät der Redefluss ins Stocken : Stottern ist ein Problem, von dem viele Menschen betroffen sind.",B2,28
"Normalerweise kümmern sie sich um die zahlreichen Fenster des Kölner Doms, von denen einige mehr als 700 Jahre alt sind.",B2,20
"„Compact“-Chef Elsässer bekommt allerdings keine Strafe dafür, dass er rechtsextremistische Inhalte verbreitet hat – solange er kein neues Magazin und keinen neuen Kanal gründet.",B2,24
Auch Pfarrer Gruber ist für einen offenen und transparenten Umgang mit der umstrittenen Kunst.,B2,14
Nach einer Gesetzesreform können sie jetzt auch beide Pässe besitzen.,B2,10
Sie will sich auf keinen Fall durch ihre Behinderung definieren lassen .,B2,12
"Es sind enorme Privilegien und unverdienter Reichtum, die damit einhergehen .",B2,11
"Eine Moschee ist immer auf die Kaaba in Mekka, das zentrale Heiligtum des Islams, ausgerichtet .",B2,16
Eine Mitschuld für die zunehmende Gewalt sehen viele bei der mindestens in Teilen rechtsextremen AfD.,B2,15
"Statt Computer verwendet Kunze gebrannte Tafeln, auf denen Texte und Bilder zu sehen sind.",B2,14
Nach dem Brauprozess wird das Bier nur noch abgefüllt – und ist fertig für den Verkauf.,B2,16
Interessenten für derartige Wachmacher sind naheliegenderweise auch Militärs.,B2,8
"Es ist genau festgelegt, welche Zutaten im Bier enthalten sein dürfen.",B2,11
Zunächst musste das Team sie säubern – durch den Brand hatte sich giftiger Bleistaub auf ihnen abgesetzt .,B2,18
"Wir kriegen einfach immer mehr Probleme, gut ausgebildete Leute zu bekommen, Leute auch zur Ausbildung zu bringen.",B2,17
"Eine Frage, die ihn über Wochen „ intensiv beschäftigt“ hatte, wie er damals sagte.",B2,14
Wir müssen die Produktion hochfahren .,B2,6
Der Winter kündigt sich durch Frost an.,B2,7
"Und damit ist die Hoffnung verbunden, dass Burn-on auch in der Gesellschaft immer mehr ein Begriff wird .",B2,18
Warum das Magazin „Compact“ verboten wurde Die Zeitschrift „Compact“ gilt als rechtsextremistisches Hetzblatt .,B2,14
Jerome Yesavage von der Stanford University in Kalifornien testete das Präparat bei älteren Piloten.,B2,14
Diese dünnen Streben sollten die tragenden Stützen halten.,B2,8
"„Im Watt haben wir sozusagen ein eingefrorenes Foto“, erklärt Bente Sven Majchczack von der Universität Kiel.",B2,16
